genre,pub_year,genre,pub_year,mean_score,count
,2002,jazz,2003,7.425000000000002,28
,2002,jazz,2004,7.3034482758620705,29
,2002,jazz,2005,7.658823529411764,17
,2002,jazz,2006,7.478571428571428,14
,2002,jazz,2007,7.500000000000001,17
,2002,jazz,2008,6.805882352941175,17
,2002,jazz,2009,7.315384615384614,13
,2002,jazz,2010,7.554545454545454,11
,2002,jazz,2011,6.85,10
,2002,jazz,2012,7.387499999999999,8
,2002,jazz,2013,7.885714285714286,7
,2002,jazz,2014,8.033333333333333,6
,2002,jazz,2015,7.946153846153846,13
,2002,jazz,2016,7.84848484848485,33
,2002,metal,1999,6.933333333333334,6
,2002,metal,2000,6.027272727272727,11
,2002,metal,2001,5.883333333333334,12
,2002,metal,2002,6.458064516129034,31
,2002,metal,2003,6.203448275862068,29
,2002,metal,2004,6.837500000000001,24
,2002,metal,2005,6.851999999999999,25
,2002,metal,2006,7.126470588235294,34
,2002,metal,2007,7.076666666666667,30
,2002,metal,2008,7.06,45
,2002,metal,2009,7.145454545454544,33
,2002,metal,2010,7.047727272727271,44
,2002,metal,2011,7.034375,32
,2002,metal,2012,7.313043478260868,46
,2002,metal,2013,7.340425531914895,47
,2002,metal,2014,7.1175,40
,2002,metal,2015,7.472413793103449,58
